,_arpt_ident,_name,_state_prov,_icao,_faa_host_id,_loc_hdatum,_wgs_datum,_wgs_lat,_wgs_dlat,_wgs_long,_wgs_dlong,_elev,_type,_mag_var,_wac,_beacon,_second_arpt,_opr_agy,_sec_name,_sec_icao,_sec_faa,_sec_opr_agy,_cycle_date,__id
,AR19562,SANTA VICTORIA,,SA,SVIT,WGE,WGE,S22170817,-22.285603,W062424941,-62.713725,00918,D,W009321 1210,1259,,,PV,,,,,200902,168
,AR20031,MORON,,SADM,MOR,WGE,WGE,S34403424,-34.676178,W058383395,-58.642764,00095,B,W007355 1210,1434,Y,,ML,,,,,201011,169
,AR20512,APOSTOLES,,SA,SAPO,WGE,WGE,S27541174,-27.903261,W055455592,-55.765533,00580,D,W013182 1210,1314,,,PV,,,,,201009,170
,AR21041,CALILEGUA,,SA,SCLI,WGE,WGE,S23465499,-23.781942,W064450279,-64.750775,01449,D,W007114 1210,1259,,,PV,,,,,200804,171
,AR21785,ALMIRANTE ZAR,,SAVT,TRE,WGE,WGE,S43123775,-43.210486,W065161328,-65.270356,00141,B,E003354 1210,1537,,,ML,,,,,200909,172
,AR23763,BELLA VISTA,,SA,SBTA,WGE,WGE,S28313408,-28.526133,W059021880,-59.038556,00180,D,W010199 1210,1383,,,CI,,,,,201002,174
,AR23785,ESCUELA DE AVIACION MILITAR,,SACE,ESC,WGE,WGE,S31264098,-31.444717,W064170082,-64.283561,01646,C,W004108 1210,1382,,,MI,,,,,201013,175
,AR24555,CAPITAN D OMAR DARIO GELARDI,,SACA,FMA,WGE,WGE,S31263090,-31.441917,W064153040,-64.258444,01594,C,W004123 1210,1382,,,MI,,,,,201013,176
,AR24649,RIO GALLEGOS,,SAWG,GAL,WGE,WGE,S51363195,-51.608875,W069184549,-69.312636,00061,B,E011493 1210,1627,Y,,ML,,,,,201101,177
,AR26262,FORMOSA,,SARF,FSA,WGE,WGE,S26124584,-26.212733,W058134150,-58.228194,00193,D,W011577 1210,1315,,,CI,,,,,201101,179
,AR27439,COMANDANTE ESPORA,,SAZB,BCA,WGE,WGE,S38433150,-38.725417,W062100770,-62.168806,00246,B,W001596 1210,1491,,,ML,,,,,200910,180
,AR28505,COMODORO P ZANNI,,SAZP,PEH,WGE,WGE,S35504053,-35.844592,W061512719,-61.857553,00278,D,W004010 1210,1434,,,CI,,,,,200806,181
,AR28581,CUTRALCO,,SAZW,CUT,WGE,WGE,S38562286,-38.939683,W069155271,-69.264642,02132,D,E004348 1210,1490,,,CI,,,,,200809,182
,AR31110,TANDIL,,SAZT,DIL,WGE,WGE,S37140378,-37.234383,W059134289,-59.228581,00574,B,W005336 1210,1492,Y,,ML,,,,,201013,184
,AR33085,RIO CUARTO AREA DE MATERIAL,,SAOC,TRC,WGE,WGE,S33050745,-33.085403,W064154137,-64.261492,01381,B,W003201 1210,1435,Y,,ML,,,,,201013,185
,AR34601,NECOCHEA,,SAZO,NEC,WGE,WGE,S38292231,-38.489531,W058485853,-58.816258,00072,D,W005084 1210,1492,,,CI,,,,,201007,187
,AR35687,AVIADOR C CAMPOS,,SAZY,CHP,WGE,WGE,S40043104,-40.075289,W071081431,-71.137308,02569,D,E006517 1210,1538,,,CI,,,,,201003,189
,AR35895,NANCO LAUQUEN,,SA,STQL,WGE,WGE,S35581609,-35.971136,W062462021,-62.772281,00301,D,W003061 1210,1435,,,CI,,,,,200913,190
,AR38055,CHOELE CHOEL,,SA,SOEL,WGE,WGE,S39171104,-39.286400,W065363709,-65.610303,00642,D,E001292 1210,1491,,,CI,,,,,200811,191
,AR42574,EL BOLSON,,SAVB,BOL,WGE,WGE,S41563574,-41.943261,W071315561,-71.532114,01141,D,E008145 1210,1538,,,CI,,,,,200804,193
,AR44994,SAN NICOLAS DE LOS ARROYOS,,SA,SSNY,WGE,WGE,S33232643,-33.390675,W060114476,-60.195767,00098,D,W006551 1210,1434,,,CI,,,,,201005,194
,AR45202,SAN JULIAN,,SAWJ,SJU,WGE,WGE,S49182421,-49.306725,W067481004,-67.802789,00203,D,E009220 1210,1627,,,CI,,,,,201101,195
,AR46542,LA PLATA,,SADL,PTA,WGE,WGE,S34580927,-34.969242,W057533479,-57.892997,00072,D,W008048 1210,1434,,,CI,,,,,201006,196
,AR46954,VENADO TUERTO,,SA,SVNO,WGE,WGE,S33404662,-33.679617,W061571809,-61.955025,00367,D,W005093 1210,1434,,,CI,,,,,200804,197
,AR47770,PASO DE LOS LIBRES,,SARL,LIB,WGE,WGE,S29412187,-29.689408,W057090748,-57.152078,00230,D,W011251 1210,1383,,,CI,,,,,201103,198
,AR48120,LA RIOJA,,SANL,LAR,WGE,WGE,S29225389,-29.381636,W066474502,-66.795839,01437,D,W002519 1210,1381,,,CI,,,,,200804,199
,AR49061,EL PALOMAR,,SADP,PAL,WGE,WGE,S34363565,-34.609903,W058364535,-58.612597,00059,B,W007393 1210,1434,,,ML,,,,,200910,200
,AR49376,GENERAL PICO,,SAZG,GPI,WGE,WGE,S35414677,-35.696325,W063452721,-63.757558,00459,D,W002209 1210,1435,,,CI,,,,,201102,201
,AR50642,PRESIDENTE PERON,,SAZN,NEU,WGE,WGE,S38565659,-38.949053,W068092064,-68.155733,00895,A,E003356 1210,1490,Y,,CI,,,,,201008,202
,AR51177,SALTA,,SASA,SAL,WGE,WGE,S24512053,-24.855703,W065291028,-65.486189,04088,A,W006060 1210,1316,Y,,CI,,,,,200908,203
,AR51559,SANTA ROSA,,SAZR,OSA,WGE,WGE,S36351744,-36.588178,W064163207,-64.275575,00630,A,W001209 1210,1491,,,CI,,,,,201103,204
,US24527,ATLANTIC MUNI,19,KZ,KAIO,WGE,WGE,N41241380,41.403833,W095025550,-95.048750,01180,A,E002323 1210,0307,Y,,PA,,,,,200903,6877
,AR54310,COMANDANTE LUIS PIEDRABUENA,,SA,SA33,WGE,WGE,S49594232,-49.995089,W068571109,-68.953081,00078,D,E011097 0105,1627,,,ML,,,,,200413,207
,AR54789,PUNTA INDIO,,SAAI,N,WGE,WGE,S35205273,-35.347981,W057173883,-57.294119,00052,C,W007289 0105,1434,Y,,MI,,,,,200404,208
,AR73229,JUJUY AEROCLUB,,SA,SA39,WGE,WGE,S24141130,-24.236472,W065160859,-65.269053,04049,D,W005283 0105,1316,,,CI,,,,,200405,225
,AR84717,EL COLORADO,,SA,SA41,WGE,WGE,S26185823,-26.316175,W059202229,-59.339525,00249,D,W009565 0105,1315,,,CI,,,,,200405,236
,AR86184,CAVIAHUE,,SA,SA43,WGE,WGE,S37510495,-37.851375,W071003329,-71.009247,05446,D,E006157 0105,1490,,,PV,,,,,200405,240
,AR99239,FIAMBALA,,SA,SA46,WGE,WGE,S27383182,-27.642172,W067372907,-67.624742,05000,D,W001547 0105,1316,,,MI,,,,,200405,255
,AR53303,CAMPO DE MAYO,,SADO,CPO,WGE,WGE,S34320398,-34.534439,W058401825,-58.671736,00078,C,W007387 1210,1434,,,MI,,,,,200812,206
,AR56245,PUERTO DESEADO,,SAWD,ADO,WGE,WGE,S47440686,-47.735239,W065541464,-65.904067,00268,D,E006550 1210,1586,,,CI,,,,,200811,209
,AR56501,ANTOINE DE ST EXUPERY,,SAVN,SAN,WGE,WGE,S40450418,-40.751161,W065020354,-65.034317,00085,D,E001514 1210,1537,,,CI,,,,,200807,210
,AR58399,AEROPARQUE JORGE NEWBERY,,SABE,AER,WGE,WGE,S34333320,-34.559222,W058245684,-58.415789,00018,B,W007514 1210,1434,,,ML,,,,,200907,211
,AR60215,SAN FERNANDO,,SADF,FDO,WGE,WGE,S34271439,-34.453997,W058352498,-58.590272,00010,A,W007458 1210,1434,,,CI,,,,,201007,212
,AR60988,MARIANO MORENO,,SADJ,ENO,WGE,WGE,S34333764,-34.560456,W058472154,-58.789317,00105,B,W007316 1210,1434,Y,,ML,,,,,201102,213
,AR61241,TRELEW AEROCLUB,,SA,STRW,WGE,WGE,S43140842,-43.235672,W065192674,-65.324094,00127,D,E003391 1210,1537,,,CI,,,,,201005,214
,AR62473,ANDALGALA,,SA,SAND,WGE,WGE,S27374030,-27.627861,W066203013,-66.341703,02952,D,W004069 1210,1316,,,PV,,,,,201005,215
,AR63145,SALADILLO,,SA,SSDL,WGE,WGE,S35361557,-35.604325,W059490001,-59.816669,00147,D,W006007 1210,1434,,,CI,,,,,201006,216
,AR63628,MARCOS JUAREZ,,SAOM,MJZ,WGE,WGE,S32410234,-32.683983,W062092731,-62.157586,00360,D,W005304 1210,1435,Y,,CI,,,,,200808,217
,AR64070,LAS HERAS,,SAVH,CLH,WGE,WGE,S46321859,-46.538497,W068575740,-68.965944,01082,D,E008423 1210,1585,,,CI,,,,,201006,218
,AR64453,SANTA CRUZ,,SAWU,SCZ,WGE,WGE,S50010125,-50.017014,W068344531,-68.579253,00364,D,E010226 1210,1627,,,ML,,,,,201101,220
,AR67911,CABO FAA H R BORDON,,SAVJ,IJC,WGE,WGE,S41191533,-41.320925,W069342907,-69.574742,02925,D,E006131 1210,1538,,,CI,,,,,200808,221
,AR69106,SAN CARLOS DE BARILOCHE,,SAZS,BAR,WGE,WGE,S41090422,-41.151172,W071092715,-71.157542,02774,A,E007289 1210,1538,Y,,CI,,,,,201101,222
,AR70558,CHILECITO,,SANO,ITO,WGE,WGE,S29132701,-29.224169,W067262236,-67.439544,03099,D,W002206 1210,1381,,,CI,,,,,201002,223
,AR72888,LAS LAJAS,,SA,SLLJ,WGE,WGE,S38321813,-38.538369,W070201141,-70.336503,02788,D,E005180 1210,1490,,,CI,,,,,200905,224
,AR73651,PERGAMINO,,SAAN,PER,WGE,WGE,S33551187,-33.919964,W060385410,-60.648361,00236,D,W006131 1210,1434,,,CI,,,,,200804,226
,AR73997,SAN LUIS,,SAOU,UIS,WGE,WGE,S33162349,-33.273192,W066212312,-66.356422,02328,D,W001165 1210,1435,,,CI,,,,,201103,227
,AR75372,CATARATAS DEL IGUAZU,,SARI,IGU,WGE,WGE,S25441417,-25.737269,W054282441,-54.473447,00916,A,W015050 1210,1314,Y,,CI,,,,,201101,228
,AR76772,SAN JUAN AEROCLUB,,SA,SSJA,WGE,WGE,S31361052,-31.602922,W068325004,-68.547233,02079,D,W000072 1210,1381,Y,,CI,,,,,201004,229
,AR77408,GUALEGUAYCHU,,SAAG,GUA,WGE,WGE,S33001986,-33.005517,W058364598,-58.612772,00075,D,W008324 0111,1434,,,CI,,,,,201102,230
,AR78928,TENIENTE BENJAMIN MATIENZO,,SANT,TUC,WGE,WGE,S26502710,-26.840861,W065061780,-65.104944,01493,A,W005367 1210,1316,Y,,CI,,,,,201103,231
,AR80600,USHUAIA ESTACION AERONAVAL,,SAWO,EAU,WGE,WGE,S54492191,-54.822753,W068181530,-68.304250,00019,C,E012519 1210,1668,,,MI,,,,,200904,233
,AR80927,TRES ARROYOS,,SAZH,YOS,WGE,WGE,S38231269,-38.386858,W060194678,-60.329661,00400,D,W003518 1210,1492,,,CI,,,,,200901,234
,AR83516,SAN RAFAEL,,SAMR,SRA,WGE,WGE,S34351642,-34.587894,W068241214,-68.403372,02470,A,E001206 1210,1435,Y,,CI,,,,,201013,235
,AR84748,RESISTENCIA,,SARE,SIS,WGE,WGE,S27265995,-27.449986,W059032205,-59.056125,00174,A,W010464 1210,1315,,,CI,,,,,201103,237
,AR84901,SANTA MARIA,,SA,SSMC,WGE,WGE,S26402571,-26.673808,W066012966,-66.024906,05904,D,W004501 1210,1316,,,PV,,,,,201001,238
,AR85191,CATAMARCA,,SANC,CAT,WGE,WGE,S28353552,-28.593200,W065450361,-65.751003,01522,D,W004129 1210,1382,,,CI,,,,,201005,239
,AR87578,RINCON DE LOS SAUCES,,SAHS,RIN,WGE,WGE,S37232591,-37.390531,W068541521,-68.904225,01968,D,E003223 1210,1490,,,PV,,,,,200913,241
,AR87723,POSADAS,,SARP,POS,WGE,WGE,S27230860,-27.385722,W055581407,-55.970575,00430,A,W013206 1210,1314,,,CI,,,,,200909,242
,AR90202,BELEN,,SA,SBLN,WGE,WGE,S27422845,-27.707903,W067054205,-67.095014,03936,D,W003229 1210,1316,,,PV,,,,,200811,243
,AR91139,ROSARIO,,SAAR,ROS,WGE,WGE,S32541246,-32.903461,W060470472,-60.784644,00085,A,W006388 1210,1434,Y,,CI,,,,,201103,244
,AR93230,SAUCE VIEJO,,SAAV,SVO,WGE,WGE,S31423921,-31.710892,W060484057,-60.811269,00056,D,W007152 0111,1382,,,CI,,,,,201102,245
,AR93476,GOYA,,SATG,GOY,WGE,WGE,S29062142,-29.105950,W059130731,-59.218697,00128,D,W009551 1210,1383,,,CI,,,,,201007,246
,AR94545,COMODORO RIVADAVIA,,SAVC,CRV,WGE,WGE,S45470688,-45.785244,W067275607,-67.465575,00189,B,E007018 1210,1586,,,ML,,,,,201004,248
,AR94822,ORAN,,SASO,ORA,WGE,WGE,S23090812,-23.152256,W064194355,-64.328764,01171,D,W007483 1210,1259,,,CI,,,,,200913,249
,AR96413,MALARGUE,,SAMM,MLG,WGE,WGE,S35293669,-35.493525,W069342804,-69.574456,04695,D,E002547 1210,1436,,,CI,,,,,201103,250
,AR96652,FRIAS,,SA,SFRS,WGE,WGE,S28374691,-28.629697,W065064515,-65.112542,01082,D,W004475 1210,1382,,,CI,,,,,201006,251
,AR98318,SANTIAGO DEL ESTERO,,SANE,SDE,WGE,WGE,S27455346,-27.764850,W064183423,-64.309508,00656,D,W005560 1210,1316,,,CI,,,,,201101,252
,AR99022,ZAPALA,,SAHZ,ZAP,WGE,WGE,S38583313,-38.975869,W070064827,-70.113408,03558,D,E005210 1210,1490,,,CI,,,,,200808,253
,AR99058,OBERA,,SATO,OBE,WGE,WGE,S27310505,-27.518069,W055072699,-55.124164,01125,D,W013572 1210,1314,,,PV,,,,,201010,254
,US24787,KEESLER AFB,28,KBIX,BIX,WGE,WGE,N30243753,30.410425,W088552796,-88.924433,00033,C,W000546 1210,0467,Y,,AF,,,,,201008,6885
,AS00009,JUNDEE,,YJUN,N,WGE,WGE,S26251600,-26.421111,E120343900,120.577500,01845,D,E001356 0105,1345,,,PV,,,,,200406,263
,AS00040,CUDAL,,YCUA,N,WGE,WGE,S33164000,-33.277778,E148454700,148.763056,01610,D,E011358 0105,1456,,,PV,,,,,200406,277
,AF00017,BASTION AIRFIELD,,OAZI,N,WGE,WGE,N31512474,31.856872,E064131550,64.220972,02918,C,E002218 1210,0442,Y,,MI,,,,,201103,9987
,AS00002,PALM ISLAND,,YPAM,N,WGE,WGE,S18451900,-18.755278,E146345300,146.581389,00030,D,E007282 1210,1219,,,CI,,,,,200907,257
,AS00003,CENTURY MINE,,YCNY,N,WGE,WGE,S18451200,-18.753333,E138422400,138.706667,00416,D,E005350 1210,1220,,,PV,,,,,200811,258
,AS00004,BALLERA,,YLLE,N,WGE,WGE,S27243000,-27.408333,E141483000,141.808333,00385,D,E007459 1210,1342,,,PV,,,,,200809,259
,AS00006,TRUSCOTT MUNGALALU,,YTST,N,WGE,WGE,S14052300,-14.089722,E126225100,126.380833,00181,D,E002431 1210,1108,,,CI,,,,,200902,260
,AS00007,MARGARET RIVER,,YMGT,N,WGE,WGE,S33555000,-33.930556,E115060000,115.100000,00374,D,W003023 1210,1461,,,CI,,,,,200812,261
,AS00008,MANJIMUP,,YMJM,N,WGE,WGE,S34155500,-34.265278,E116082500,116.140278,00940,D,W002371 1210,1461,,,CI,,,,,200812,262
,AS00010,BRONZEWING,,YBWG,N,WGE,WGE,S27215600,-27.365556,E121020900,121.035833,01645,D,E001304 1210,1345,,,PV,,,,,200810,264
,AS00011,MURRIN MURRIN,,YMMI,N,WGE,WGE,S28421900,-28.705278,E121532600,121.890556,01535,D,E001352 1210,1352,,,PV,,,,,200803,265
,AS00012,TREPELL,,YTEE,N,WGE,WGE,S21500600,-21.835000,E140531700,140.888056,00891,D,E006337 1210,1233,,,CI,,,,,200803,266
,AS00013,THE MONUMENT,,YTMO,N,WGE,WGE,S21484000,-21.811111,E139552500,139.923611,00949,D,E006185 1210,1233,,,CI,,,,,200803,267
,AS00014,LA HOMA CUMMINS,,YCUS,N,WGE,WGE,S34125454,-34.215150,E135380396,135.634433,00197,D,E006414 1210,1458,,,CI,,,,,200913,268
,AS00015,LIZARD ISLAND,,YLZI,N,WGE,WGE,S14402200,-14.672778,E145271500,145.454167,00070,D,E006340 1210,1111,,,CI,,,,,200812,269
,AS00017,KUBIN,,YKUB,N,WGE,WGE,S10133625,-10.226736,E142132536,142.223711,00015,D,E005138 1210,1097,,,CI,,,,,200811,271
,AS00022,MURRAY FIELD,,YMUL,N,WGE,WGE,S32303700,-32.510278,E115500000,115.833333,00090,D,W001569 1210,1461,,,CI,,,,,200812,272
,AS00024,PORMPURAAW,,YPMP,N,WGE,WGE,S14534800,-14.896667,E141363400,141.609444,00010,D,E005441 1210,1111,,,CI,,,,,200812,273
,AS00027,LAKE EVELLA,,YLEV,N,WGE,WGE,S12295600,-12.498889,E135482100,135.805833,00256,D,E004106 1210,1110,,,CI,,,,,200811,274
,AS00034,WARBURTON,,YWBR,N,WGE,WGE,S26074200,-26.128333,E126350000,126.583333,01510,D,E003095 1210,1344,,,CI,,,,,200912,275
,AS00039,BARIMUNYA,,YBRY,N,WGE,WGE,S22402600,-22.673889,E119095800,119.166111,02082,D,E001352 1210,1230,,,CI,,,,,200805,276
,AS00041,MOUNT HOTHAM,,YHOT,N,WGE,WGE,S37025100,-37.047500,E147200300,147.334167,04260,D,E012177 1210,1470,,,CI,,,,,200805,278
,AS00042,WARWICK,,YWCK,N,WGE,WGE,S28085800,-28.149444,E151563500,151.943056,01526,D,E010544 1210,1357,,,CI,,,,,200805,279
,AS00043,LEONGATHA,,YLEG,N,WGE,WGE,S38294400,-38.495556,E145513500,145.859722,00263,D,E012127 1210,1470,,,CI,,,,,200805,280
,AS00044,COONDEWANNA,,YCWA,N,WGE,WGE,S22580000,-22.966667,E118484800,118.813333,02327,D,E001289 1210,1230,,,PV,,,,,200811,281
,AS00058,SNAKE BAY,,YSNB,N,WGE,WGE,S11252200,-11.422778,E130391300,130.653611,00173,D,E003069 1210,1099,,,CI,,,,,200902,282
,AS01794,TAREE,,YTRE,N,WGE,WGE,S31531900,-31.888611,E152305000,152.513889,00038,D,E012150 1210,1357,,,CI,,,,,200802,284
,AS01863,GOULBURN,,YGLB,N,WGE,WGE,S34483700,-34.810278,E149433500,149.726389,02141,D,E012225 1210,1456,,,CI,,,,,200809,285
,AS01976,DIRRANBANDI,,YDBI,N,WGE,WGE,S28353000,-28.591667,E148130000,148.216667,00567,D,E009579 1210,1357,,,CI,,,,,200808,286
,AS02967,NORTHERN PENINSULA,,YNPE,N,WGE,WGE,S10570300,-10.950833,E142273400,142.459444,00034,D,E005228 1210,1097,,,CI,,,,,200812,287
,AS03598,COOKTOWN,,YCKN,N,WGE,WGE,S15264100,-15.444722,E145110400,145.184444,00026,D,E006373 1210,1111,,,CI,,,,,200811,288
,AS04349,BATHURST,,YBTH,N,WGE,WGE,S33243400,-33.409444,E149390700,149.651944,02435,D,E011514 1210,1456,,,CI,,,,,200810,290
,AS05794,COEN,,YCOE,N,WGE,WGE,S13454300,-13.761944,E143070000,143.116667,00532,D,E005548 1210,1111,,,CI,,,,,200808,291
,AS06003,FORREST,,YFRT,N,WGE,WGE,S30501700,-30.838056,E128065400,128.115000,00511,D,E003334 1210,1353,Y,,CI,,,,,200811,292
,AS07051,ARARAT,,YARA,N,WGE,WGE,S37183400,-37.309444,E142591900,142.988611,01008,D,E010326 1210,1469,,,CI,,,,,200805,293
,AS07236,BRISBANE ARCHERFIELD,,YBAF,N,WGE,WGE,S27341300,-27.570278,E153002900,153.008056,00065,A,E011017 1210,1340,Y,,CI,,,,,201101,294
,AS08942,CURTIN,,YCIN,N,WGE,WGE,S17345300,-17.581389,E123494200,123.828333,00300,B,E002320 1210,1223,,,ML,,,,,201013,295
,AS09280,GOVE,,YPGV,N,WGE,WGE,S12161000,-12.269444,E136490600,136.818333,00205,D,E004213 1210,1110,,,CI,,,,,200811,296
,AS09502,PORT MACQUARIE,,YPMQ,N,WGE,WGE,S31260900,-31.435833,E152514800,152.863333,00012,D,E012119 1210,1357,,,CI,,,,,200813,297
,AS09515,MOUNT GAMBIER,,YMTG,N,WGE,WGE,S37444400,-37.745556,E140470700,140.785278,00212,D,E009393 1210,1469,,,CI,,,,,200812,298
,AS09681,GEORGETOWN,,YGTN,N,WGE,WGE,S18181800,-18.305000,E143314800,143.530000,00995,D,E006404 1210,1219,,,CI,,,,,200809,299
,AS09792,WARRNAMBOOL,,YWBL,N,WGE,WGE,S38174300,-38.295278,E142264800,142.446667,00242,D,E010353 1210,1469,,,CI,,,,,200902,300
,AS09831,HUGHENDEN,,YHUG,N,WGE,WGE,S20485400,-20.815000,E144133100,144.225278,01043,D,E007148 1210,1234,,,CI,,,,,200811,301
,AS09866,WEIPA,,YBWP,N,WGE,WGE,S12404300,-12.678611,E141553100,141.925278,00063,D,E005301 1210,1111,,,CI,,,,,200902,302
,AS09940,CHARLEVILLE,,YBCV,N,WGE,WGE,S26244800,-26.413334,E146154500,146.262500,01003,A,E008523 1210,1341,Y,,CI,,,,,201010,303
,AS10286,CAIRNS INTL,,YBCS,N,WGE,WGE,S16530900,-16.885833,E145451900,145.755278,00010,A,E006584 1210,1219,Y,,CI,,,,,201102,304
,AS10823,COWRA,,YCWR,N,WGE,WGE,S33504100,-33.844722,E148385600,148.648889,00966,D,E011396 1210,1456,,,CI,,,,,200808,305
,AS11026,CHINCHILLA,,YCCA,N,WGE,WGE,S26461000,-26.769444,E150370000,150.616667,01028,D,E010101 1210,1340,,,CI,,,,,200811,306
,AS11710,ALBANY,,YABA,N,WGE,WGE,S34563600,-34.943333,E117483200,117.808889,00233,D,W001597 1210,1461,,,CI,,,,,200805,307
,US26094,GEORGE L SCOTT MUNI,19,KZ,K3Y2,WGE,WGE,N42590632,42.985088,W091472618,-91.790606,01232,D,W000143 1210,0308,Y,,MU,,,,,201008,6925
,US26095,MARSHALL AAF,20,KFRI,FRI,WGE,WGE,N39030951,39.052642,W096455216,-96.764489,01065,C,E003543 1210,0360,Y,,AA,,,,,201013,6926
,US26104,HARRISBURG INTL,42,KMDT,MDT,WGE,WGE,N40113549,40.193192,W076454543,-76.762619,00310,A,W011184 1210,0310,Y,,PA,,,,,201103,6928
,US26117,GARRETT CO,24,KZ,K2G4,WGE,WGE,N39345093,39.580814,W079200937,-79.335936,02933,D,W009253 1210,0358,Y,,PA,,,,,201013,6929
,US26148,LA CROSSE MUNI,55,KLSE,LSE,WGE,WGE,N43524535,43.879264,W091152389,-91.256636,00655,A,W000493 1210,0308,Y,,PA,,,,,201101,6930
,US26171,LINCOLN,31,KLNK,LNK,WGE,WGE,N40510320,40.850889,W096453280,-96.759111,01219,A,E003507 1210,0307,Y,,PA,,,,,201011,6931
,US26208,VIBURNUM,29,KZ,MO84,WGE,WGE,N37430017,37.716713,W091080048,-91.133467,01272,D,W000073 1210,0359,,,MU,,,,,201103,6932
,US26226,BRANCH CO MEM,26,KZ,KOEB,WGE,WGE,N41560085,41.933569,W085030826,-85.052294,00959,A,W005396 1210,0308,Y,,PA,,,,,201007,6933
,US26266,ALERT FLD,48,KZ,18TE,WGE,WGE,N32350671,32.585197,W095035009,-95.063914,00390,D,E002586 1210,0407,,,PV,,,,,201004,6934
,US26312,CAPITAL REGION INTL AIRPORT,26,KLAN,LAN,WGE,WGE,N42464310,42.778639,W084351030,-84.586194,00861,A,W006146 1210,0309,Y,,PA,,,,,201004,6935
,US26350,IMMOKALEE RGNL,12,KZ,KIMM,WGE,WGE,N26260175,26.433819,W081240496,-81.401378,00037,A,W005218 1210,0525,Y,,PA,,,,,201103,6936
,US26356,WRENS MEM,13,KZ,K65J,WGE,WGE,N33132200,33.222778,W082230420,-82.384500,00450,D,W005543 1210,0409,Y,,PA,,,,,201010,6937
,US26474,WHEATLAND CO AT HARLOWTON,30,KZ,KHWQ,WGE,WGE,N46265500,46.448611,W109510997,-109.852769,04311,D,E012195 1210,0268,Y,,PA,,,,,200810,6938
,US26496,L M CLAYTON,30,KZ,KOLF,WGE,WGE,N48054026,48.094517,W105343019,-105.575053,01986,D,E010086 1210,0217,Y,,PA,,,,,201012,6939
,US26532,WALNUT RIDGE RGNL,05,KZ,KARG,WGE,WGE,N36072880,36.124667,W090553040,-90.925111,00279,A,W000066 1210,0359,Y,,PA,,,,,201004,6940
,US26543,SUN VALLEY,04,KZ,KA20,WGE,WGE,N35002030,35.005639,W114335410,-114.565028,00725,D,E011595 1210,0405,,,PA,,,,,201008,6941
,US26547,MC ENTIRE JNGB,45,KZ,KMMT,WGE,WGE,N33551475,33.920764,W080480480,-80.801333,00254,C,W007083 1210,0409,Y,,AF,,,,,201102,6942
,US26584,OKOLONA MUNI RICH STOVALL FLD,28,KZ,K5A4,WGE,WGE,N34005690,34.015806,W088433428,-88.726189,00335,D,W001284 1210,0408,Y,,PA,,,,,200913,6943
,US26615,BURLINGTON MUNI,55,KZ,KBUU,WGE,WGE,N42412660,42.690722,W088181670,-88.304639,00779,A,W003073 1210,0308,Y,,PA,,,,,201011,6944
,US26629,HYDE COUNTY,37,KZ,K7W6,WGE,WGE,N35334461,35.562392,W075571866,-75.955183,00008,D,W010386 1210,0410,Y,,PA,,,,,200912,6945
,US26654,WAIMEA KOHALA,15,PHMU,MUE,WGE,WGE,N20000478,20.001328,W155400519,-155.668108,02671,D,E009445 1210,0599,Y,,FA,,,,,201013,6946
,US26739,ARNEMANN FARMS,21,KZ,0KY1,WGE,WGE,N36455600,36.765556,W086370600,-86.618332,00504,D,W003256 1210,0359,,,PV,,,,,201001,6947
,US26787,POLSON,30,KZ,K8S1,WGE,WGE,N47414360,47.695444,W114110700,-114.185278,02941,D,E014292 1210,0268,Y,,PA,,,,,201010,6948
,US26790,TOMPKINSVILLE MONROE CO,21,KZ,KTZV,WGE,WGE,N36434450,36.729028,W085390860,-85.652389,01036,D,W004091 1210,0358,Y,,PA,,,,,201013,6949
,US26807,MASSENA INTL RICHARDS FLD,36,KMSS,MSS,WGE,WGE,N44560900,44.935833,W074504397,-74.845547,00222,D,W013597 1210,0263,Y,,PA,,,,,201103,6950
,US26834,CITY OF TULIA SWISHER CO MUNI,48,KZ,KI06,WGE,WGE,N34340057,34.566825,W101465326,-101.781461,03503,D,E006549 1210,0406,Y,,PA,,,,,200709,6951
,US26861,WILBARGER CO,48,KZ,KF05,WGE,WGE,N34133240,34.225667,W099170150,-99.283750,01265,A,E005313 1210,0407,Y,,PA,,,,,201101,6952
,US26868,NEBRASKA CITY MUNI,31,KZ,KAFK,WGE,WGE,N40361960,40.605444,W095520390,-95.867750,01165,D,E003121 1210,0307,Y,,PA,,,,,200913,6953
,US26869,NORTHEAST ALABAMA RGNL,01,KZ,KGAD,WGE,WGE,N33582154,33.972650,W086052070,-86.089083,00569,A,W003229 1210,0409,Y,,PA,,,,,201013,6954
,US26937,WINTERS MUNI,48,KZ,K77F,WGE,WGE,N31564990,31.947194,W099590906,-99.985850,01871,D,E005510 0111,0469,Y,,MU,,,,,201103,6955
,US26939,MC CALL MUNI,16,KZ,KMYL,WGE,WGE,N44531940,44.888722,W116060630,-116.101750,05024,A,E014301 1210,0268,Y,,PA,,,,,201013,6956
,US26946,CARTERSVILLE,13,KZ,KVPC,WGE,WGE,N34072333,34.123147,W084505534,-84.848706,00759,A,W004183 1210,0409,Y,,PA,,,,,201003,6957
,US26983,CYNTHIANA HARRISON CO,21,KZ,K0I8,WGE,WGE,N38215819,38.366164,W084170004,-84.283344,00721,A,W005300 1210,0358,Y,,PA,,,,,201102,6958
